SpinId,TotalBet,TotalWin,IsBonus,RunningRtp,WinCount
57870,20,2,False,0.42698116467945396,2
57871,20,8,False,0.42698069845000086,4
57872,20,0,False,0.42697332043129665,0
57873,20,0,False,0.4269659426675652,0
57874,20,7,True,0.4269646127794865,1
57875,20,58,False,0.427007343412527,12
57876,20,15,False,0.4270129241827355,1
57877,20,0,False,0.4270055462446222,0
57878,20,168,False,0.42714330142713985,10
57879,20,0,False,0.4271359214913872,0
57880,20,0,False,0.4271285418106427,0
57881,20,0,False,0.4271211623848931,0
57882,20,8,False,0.4271206938253689,4
57883,20,0,False,0.42711331479018017,0
57884,20,20,False,0.4271232119411236,5
57885,20,11,False,0.42712533471538394,3
57886,20,0,False,0.4271179559824483,0
57887,20,26,False,0.4271330350510477,3
57888,20,2,False,0.42712738391376454,1
57889,20,0,False,0.4271200055278205,0
57890,20,12,False,0.42712299188115394,3
57891,20,0,False,0.4271156138259833,0
57892,20,3,False,0.4271108270572791,2
57893,20,0,False,0.42710344946712037,0
57894,20,0,False,0.42709607213182715,0
57895,20,0,False,0.42708869505138614,0
57896,20,4,False,0.4270847726958685,1
57897,20,15,False,0.4270903501044959,3
57898,20,0,False,0.4270829735051297,0
57899,20,0,False,0.4270755971605727,0
57900,20,16,False,0.42708203799654576,4
57901,20,2,False,0.4270763890088254,1
57902,20,0,False,0.42706901316016715,0
57903,20,6,False,0.4270668186449752,2
57904,20,4,False,0.4270628972091738,1
57905,20,2,False,0.42705724894223296,1
57906,20,0,False,0.42704987393361654,0
57907,20,14,False,0.4270545875282781,4
57908,20,0,False,0.4270472128203357,0
57909,20,0,False,0.4270398383670932,0
57910,20,8,False,0.42703937143843895,4
57911,20,17,False,0.4270466750703666,2
57912,20,11,False,0.42704879817654373,3
57913,20,0,False,0.4270414242052734,0
57914,20,80,False,0.4271031184169631,1
57915,20,65,False,0.4271518604851938,5
57916,20,24,False,0.4271652047793356,4
57917,20,0,False,0.4271578293074572,0
57918,20,0,False,0.42715045409026553,0
57919,20,0,False,0.42714307912774735,0
57920,20,0,False,0.4271357044198895,0
57921,20,0,False,0.42712832996667877,0
57922,20,0,False,0.42712095576810194,0
57923,20,61,False,0.427166237936571,5
57924,20,19,False,0.4271752641392169,4
57925,20,4,False,0.42717134225291326,1
57926,20,0,False,0.427163967821013,0
57927,20,0,False,0.427156593643724,0
57928,20,0,False,0.427149219721033,0
57929,20,0,False,0.4271418460529269,0
57930,20,0,False,0.42713447263939236,0
57931,20,22,False,0.4271460875869569,10
57932,20,32,False,0.42716633294207,4
57933,20,0,False,0.42715895948768406,0
57934,20,15,False,0.4271645320537163,1
57935,20,14,False,0.4271692413912143,3
57936,20,114,False,0.42726025269262635,4
57937,20,305,False,0.42751609506878163,4
57938,20,4,False,0.4275121681797784,2
57939,20,50,False,0.4275479383489532,2
57940,20,0,False,0.42754055919917155,0
57941,20,0,False,0.4275331803041024,0
57942,20,3,False,0.4275283904594249,3
57943,20,0,False,0.42752101202906306,0
57944,20,0,False,0.42751363385337565,0
57945,20,9,False,0.4275140219173354,3
57946,20,3,False,0.4275092327339247,1
57947,20,0,False,0.4275018551434932,0
57948,20,23,False,0.42751432318630495,2
57949,20,0,False,0.42750694576265336,0
57950,20,10,False,0.42750819672131146,4
57951,20,0,False,0.4275008196579869,0
57952,20,26,False,0.4275158752070679,5
57953,20,21,False,0.42752661639604506,3
57954,20,0,False,0.42751923939676295,0
57955,20,9,False,0.4275196272970408,3
57956,20,0,False,0.4275122506729243,0
57957,20,7,False,0.4275109132632814,3
57958,20,24,False,0.4275242416922599,2
57959,20,0,False,0.427516865370348,0
57960,20,135,False,0.42762594893029676,3
57961,20,8,False,0.42762547230033987,4
57962,20,25,False,0.42763966046720264,5
57963,20,0,False,0.4276322826630782,0
57964,20,0,False,0.42762490511351875,0
57965,20,18,False,0.42763305442939703,2
57966,20,30,False,0.42765155435945207,2
57967,20,0,False,0.4276441768592475,0
57968,20,0,False,0.4276367996135799,0
57969,20,10,False,0.4276380479221653,5
57970,20,200,False,0.42780317405554596,2
57971,20,0,False,0.4277957944489486,0
57972,20,7,False,0.4277944524943076,7
57973,20,72,False,0.42784917116588755,4
57974,20,11,False,0.4278512781591748,2
57975,20,0,False,0.42784389823199653,0
57976,20,0,False,0.4278365185594039,0
57977,20,27,False,0.4278524242371975,3
57978,20,0,False,0.42784504467211704,0
57979,20,4,False,0.4278411148864244,1
57980,20,0,False,0.4278337357709555,0
57981,20,0,False,0.42782635691002224,0
57982,20,0,False,0.4278189783036115,0
57983,20,0,False,0.42781159995171,0
57984,20,0,False,0.4278042218543046,0
57985,20,0,False,0.42779684401138224,0
57986,20,2,True,0.4277911909771324,0
57987,20,6,False,0.42778898718678326,3
57988,20,0,False,0.4277816099882734,0
57989,20,8,False,0.427781130904137,3
57990,20,0,False,0.4277737540955337,0
57991,20,14,False,0.427778448379921,3
57992,20,0,False,0.4277710718719823,0
57993,20,0,False,0.4277636956184367,0
57994,20,5,False,0.4277606304100424,4
57995,20,0,False,0.427753254590913,0
57996,20,4,False,0.42774932753983036,2
57997,20,0,False,0.4277419521699398,0
57998,20,0,False,0.42773457705438117,0
57999,20,0,False,0.42772720219314125,0
58000,20,3,False,0.42772241379310344,3
58001,20,0,False,0.42771503939587247,0
58002,20,0,False,0.4277076652529223,0
58003,20,15,False,0.4277132217299105,3
58004,20,4,False,0.42770929591062684,2
58005,20,0,False,0.42770192224808207,0
58006,20,0,False,0.4276945488397752,0
58007,20,0,False,0.4276871756856931,0
58008,20,5,False,0.4276841125362019,1
58009,20,0,False,0.4276767398162354,0
58010,20,25,False,0.4276909153594208,1
58011,20,0,False,0.42768354277637,0
58012,20,0,False,0.4276761704474936,0
58013,20,0,False,0.4276687983727785,0
58014,20,0,False,0.4276614265522115,0
58015,20,16,False,0.4276678445229682,4
58016,20,2,False,0.42766219663541094,1
58017,20,0,False,0.42765482530982296,0
58018,20,0,False,0.42764745423833983,0
58019,20,0,False,0.42764008342094834,0
58020,20,2,True,0.42763443640124094,0
58021,20,0,False,0.4276270660622878,0
58022,20,0,False,0.4276196959773879,0
58023,20,0,False,0.4276123261465281,0
58024,20,15,False,0.42761788225561836,3
58025,20,2,False,0.4276122361051271,1
58026,20,0,False,0.4276048667838555,0
58027,20,0,False,0.42759749771658023,0
58028,20,0,False,0.42759012890328807,0
58029,20,0,False,0.427582760343966,0
58030,20,0,False,0.42757539203860073,0
58031,20,0,False,0.42756802398717925,0
58032,20,0,False,0.42756065618968847,0
58033,20,32,False,0.42758085916633637,4
58034,20,7,False,0.42757952234896784,2
58035,20,6,False,0.42757732402860343,3
58036,20,0,False,0.4275699565786753,0
58037,20,6,False,0.4275677584988886,3
58038,20,10,False,0.42756900651297425,1
58039,20,6,False,0.42756680852530193,3
58040,20,0,False,0.4275594417643005,0
58041,20,0,False,0.42755207525714584,0
58042,20,0,False,0.4275447090038248,0
58043,20,0,False,0.4275373430043244,0
58044,20,0,False,0.4275299772586314,0
58045,20,9,False,0.42753036437246966,3
58046,20,0,False,0.4275229990007925,0
58047,20,14,False,0.42752769307630023,6
58048,20,0,False,0.42752032800441014,0
58049,20,18,False,0.4275284673293252,5
58050,20,0,False,0.4275211024978467,0
58051,20,10,False,0.4275223510361579,6
58052,20,45,False,0.4275537449183491,3
58053,20,59,False,0.42759719566602933,4
58054,20,180,False,0.42774485823543595,3
58055,20,0,False,0.42773749031091207,0
58056,20,0,False,0.42773012264020943,0
58057,20,0,False,0.42772275522331504,0
58058,20,6,False,0.42772055530676223,2
58059,20,2,False,0.42771491069429374,1
58060,20,0,False,0.4277075439200827,0
58061,20,1,False,0.42770103856289077,1
58062,20,0,False,0.4276936722813544,0
58063,20,2,True,0.4276880285207447,0
58064,20,0,False,0.42768066271700195,0
58065,20,0,False,0.42767329716696806,0
58066,20,8,False,0.427672820583474,4
58067,20,0,False,0.4276654554221847,0
58068,20,0,False,0.4276580905145691,0
58069,20,0,False,0.4276507258606141,0
58070,20,0,False,0.4276433614603065,0
58071,20,0,False,0.42763599731363333,0
58072,20,0,False,0.42762863342058133,0
58073,20,0,False,0.4276212697811375,0
58074,20,11,False,0.427623377070634,3
58075,20,0,False,0.42761601377529057,0
58076,20,0,False,0.4276086507335216,0
58077,20,0,False,0.427601287945314,0
58078,20,0,False,0.42759392541065466,0
58079,20,0,False,0.4275865631295305,0
58080,20,0,False,0.4275792011019284,0
58081,20,0,False,0.42757183932783527,0
58082,20,0,False,0.42756447780723805,0
58083,20,0,False,0.4275571165401236,0
58084,20,0,False,0.4275497555264789,0
58085,20,0,False,0.4275423947662908,0
58086,20,8,False,0.42754192060048896,3
58087,20,0,False,0.4275345602286226,0
58088,20,0,False,0.42752720011017764,0
58089,20,0,False,0.42751984024514106,0
58090,20,0,False,0.4275124806334997,0
58091,20,4,False,0.4275085641493519,1
58092,20,45,False,0.42753993665220685,2
58093,20,0,False,0.42753257707469056,0
58094,20,0,False,0.42752521775054225,0
58095,20,35,False,0.4275479817540236,8
58096,20,0,False,0.4275406224180667,0
58097,20,0,False,0.4275332633354562,0
58098,20,0,False,0.4275259045061792,0
58099,20,0,False,0.42751854593022254,0
58100,20,0,False,0.4275111876075732,0
58101,20,0,False,0.4275038295382179,0
58102,20,0,False,0.42749647172214383,0
58103,20,9,False,0.4274968590262121,2
58104,20,2,False,0.42749122263527467,1
58105,20,24,False,0.427504517683504,5
58106,20,0,False,0.42749716036209684,0
58107,20,21,False,0.42750787340595797,3
58108,20,8,False,0.42750740001376747,2
58109,20,0,False,0.4275000430225955,0
58110,20,5,False,0.42749698847014284,2
58111,20,0,False,0.4274896319113421,0
58112,20,0,False,0.4274822756057269,0
58113,20,4,False,0.427478361124017,2
58114,20,0,False,0.4274710052655126,0
58115,20,0,False,0.4274636496601566,0
58116,20,0,False,0.42745629430793586,0
58117,20,5,False,0.4274532408761636,2
58118,20,0,False,0.4274458859561582,0
58119,20,0,False,0.42743853128925136,0
